"","sample_name","sample_year","site","plot","canopy_position","leaf_deltaN15","leaf_fiber_percent","leaf_lignin_percent","leaf_cellulose_percent","leafN","leafC","c2n_leaf","LMA","species_scientific","species_common","family","plant_type","succession","PFT","species_code","instrument","sample_id","project","pine_needle_oldnew","spruce_needle_age","leaf_water_content","comments"
"1390","PM01_FRPE_T",2009,"PM","PM01","T",NA,NA,NA,NA,2.476,47.24,19.08,58.75689035,"Fraxinus pennsylvanica","green ash","Oleaceae","broadleaf","mid","mid hardwood","FRPE","ASD FieldSpec 3","FFT_PM01_FRPE_T_2009","FFT",NA,NA,87.08984,NA
"1391","PM01_TIAM_B",2009,"PM","PM01","B",NA,NA,NA,NA,4.255,45.325,10.653,24.46461271,"Tilia americana","American basswood","Tiliaceae","broadleaf","late","late hardwood","TIAM","ASD FieldSpec 3","FFT_PM01_TIAM_B_2009","FFT",NA,NA,54.26126,NA
"1392","PM01_TIAM_M",2009,"PM","PM01","M",NA,NA,NA,NA,3.42,45.06,13.176,37.84696496,"Tilia americana","American basswood","Tiliaceae","broadleaf","late","late hardwood","TIAM","ASD FieldSpec 3","FFT_PM01_TIAM_M_2009","FFT",NA,NA,81.96691,NA
"1393","PM01_TIAM_T",2009,"PM","PM01","T",NA,NA,NA,NA,3.541,46.048,13.003,70.04825006,"Tilia americana","American basswood","Tiliaceae","broadleaf","late","late hardwood","TIAM","ASD FieldSpec 3","FFT_PM01_TIAM_T_2009","FFT",NA,NA,120.54572,NA
"1394","PM02_ACSM_B",2009,"PM","PM02","B",NA,NA,NA,NA,NA,NA,NA,24.77826159,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM02_ACSM_B_2009","FFT",NA,NA,39.51976,NA
"1395","PM02_ACSM_T",2009,"PM","PM02","T",NA,NA,NA,NA,1.874,47.426,25.303,83.0124038,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM02_ACSM_T_2009","FFT",NA,NA,101.51769,NA
"1396","PM02_BEAL_B",2009,"PM","PM02","B",NA,NA,NA,NA,3.07,47.545,15.487,23.10546756,"Betula alleghaniensis","yellow birch","Betulaceae","broadleaf","early","early hardwood","BEAL2","ASD FieldSpec 3","FFT_PM02_BEAL_B_2009","FFT",NA,NA,56.35225,NA
"1397","PM02_BEAL_T",2009,"PM","PM02","T",NA,NA,NA,NA,NA,NA,NA,75.35178806,"Betula alleghaniensis","yellow birch","Betulaceae","broadleaf","early","early hardwood","BEAL2",NA,NA,"FFT",NA,NA,138.892,NA
"1398","PM02_BEAL_TSAMP2",2009,"PM","PM02","T",NA,NA,NA,NA,NA,NA,NA,NA,"Betula alleghaniensis","yellow birch","Betulaceae","broadleaf","early","early hardwood","BEAL2","ASD FieldSpec 3","FFT_PM02_BEAL_TSAMP2_2009","FFT",NA,NA,NA,NA
"1399","PM02_FRNI_T",2009,"PM","PM02","T",NA,NA,NA,NA,2.503,44.575,17.809,NA,"Fraxinus nigra","black ash","Oleaceae","broadleaf","mid","mid hardwood","FRNI",NA,NA,"FFT",NA,NA,NA,NA
"1400","PM02_OSVI_B",2009,"PM","PM02","B",NA,NA,NA,NA,2.655,46.409,17.477,19.44623061,"Ostrya virginiana","hophornbeam","Betulaceae","broadleaf","mid","mid hardwood","OSVI","ASD FieldSpec 3","FFT_PM02_OSVI_B_2009","FFT",NA,NA,28.4375,NA
"1401","PM02_OSVI_T",2009,"PM","PM02","T",NA,NA,NA,NA,2.766,46.621,16.857,25.1964601,"Ostrya virginiana","hophornbeam","Betulaceae","broadleaf","mid","mid hardwood","OSVI","ASD FieldSpec 3","FFT_PM02_OSVI_T_2009","FFT",NA,NA,31.46944,NA
"1402","PM02_TSCA_B2",2009,"PM","PM02","B",NA,NA,NA,NA,1.822,48.37,26.542,92.71420845,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_B2_2009","FFT",NA,"2",115.12014,NA
"1403","PM02_TSCA_B3",2009,"PM","PM02","B",NA,NA,NA,NA,NA,NA,NA,91.82353187,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_B3_2009","FFT",NA,"3",105.17968,NA
"1404","PM02_TSCA_BN",2009,"PM","PM02","B",NA,NA,NA,NA,1.697,49.545,29.202,58.5334881,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_BN_2009","FFT",NA,"N",111.11442,NA
"1405","PM02_TSCA_M2",2009,"PM","PM02","M",NA,NA,NA,NA,1.545,48.376,31.308,116.8288852,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_M2_2009","FFT",NA,"2",134.98473,NA
"1406","PM02_TSCA_M3",2009,"PM","PM02","M",NA,NA,NA,NA,1.371,48.843,35.634,146.6339271,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_M3_2009","FFT",NA,"3",146.63393,NA
"1407","PM02_TSCA_MN",2009,"PM","PM02","M",NA,NA,NA,NA,1.784,49.649,27.837,63.71255766,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_MN_2009","FFT",NA,"N",125.6304,NA
"1408","PM02_TSCA_T2",2009,"PM","PM02","T",NA,NA,NA,NA,1.267,49.255,38.874,175.6865751,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_T2_2009","FFT",NA,"2",194.85238,NA
"1409","PM02_TSCA_T2SAMP2",2009,"PM","PM02","T",NA,NA,NA,NA,1.383,50.118,36.228,158.1956445,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA",NA,NA,"FFT",NA,"2",190.57487,NA
"1410","PM02_TSCA_T3",2009,"PM","PM02","T",NA,NA,NA,NA,NA,NA,NA,201.6834058,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_T3_2009","FFT",NA,"3",204.12312,NA
"1411","PM02_TSCA_T3SAMP2",2009,"PM","PM02","T",NA,NA,NA,NA,1.343,51.215,38.129,168.9736814,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA",NA,NA,"FFT",NA,"3",191.569,NA
"1412","PM02_TSCA_TN",2009,"PM","PM02","T",NA,NA,NA,NA,1.471,48.8,33.17,113.1520698,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_TN_2009","FFT",NA,"N",168.48921,NA
"1413","PM02_TSCA_TNSAMP2",2009,"PM","PM02","T",NA,NA,NA,NA,1.367,50.569,36.99,114.1050604,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM02_TSCA_TNSAMP2_2009","FFT",NA,"N",184.24303,NA
"1414","PM03_ACSM_B",2009,"PM","PM03","B",NA,NA,NA,NA,NA,NA,NA,26.66015487,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM03_ACSM_B_2009","FFT",NA,NA,44.43359,NA
"1415","PM03_ACSM_M",2009,"PM","PM03","M",NA,NA,NA,NA,NA,NA,NA,28.64659778,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM03_ACSM_M_2009","FFT",NA,NA,52.27481,NA
"1416","PM03_ACSM_T",2009,"PM","PM03","T",NA,NA,NA,NA,NA,NA,NA,53.73850825,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM03_ACSM_T_2009","FFT",NA,NA,76.63488,NA
"1417","PM03_POTR_M",2009,"PM","PM03","M",NA,NA,NA,NA,NA,NA,NA,75.3493579,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_PM03_POTR_M_2009","FFT",NA,NA,99.36632,NA
"1418","PM03_POTR_T",2009,"PM","PM03","T",NA,NA,NA,NA,NA,NA,NA,90.53997694,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_PM03_POTR_T_2009","FFT",NA,NA,110.92715,NA
"1419","PM03_QURU_M",2009,"PM","PM03","M",NA,NA,NA,NA,NA,NA,NA,55.81556084,"Quercus rubra","northern red oak","Fagaceae","broadleaf","mid","mid hardwood","QURU",NA,NA,"FFT",NA,NA,77.08792,NA
"1420","PM03_TIAM_M",2009,"PM","PM03","M",NA,NA,NA,NA,NA,NA,NA,22.79181868,"Tilia americana","American basswood","Tiliaceae","broadleaf","late","late hardwood","TIAM","ASD FieldSpec 3","FFT_PM03_TIAM_M_2009","FFT",NA,NA,51.54297,NA
"1421","PM03_TIAM_T",2009,"PM","PM03","T",NA,NA,NA,NA,NA,NA,NA,45.58363735,"Tilia americana","American basswood","Tiliaceae","broadleaf","late","late hardwood","TIAM","ASD FieldSpec 3","FFT_PM03_TIAM_T_2009","FFT",NA,NA,73.91659,NA
"1422","PM04_ACSM_B",2009,"PM","PM04","B",NA,NA,NA,NA,2.21,47.645,21.556,31.99218585,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM04_ACSM_B_2009","FFT",NA,NA,46.00184,NA
"1423","PM04_ACSM_M",2009,"PM","PM04","M",NA,NA,NA,NA,NA,NA,NA,37.11511757,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM04_ACSM_M_2009","FFT",NA,NA,64.29802,NA
"1424","PM04_ACSM_T",2009,"PM","PM04","T",NA,NA,NA,NA,2.413,47.832,19.819,50.91566833,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM04_ACSM_T_2009","FFT",NA,NA,73.08019,NA
"1425","PM04_OSVI_B",2009,"PM","PM04","B",NA,NA,NA,NA,NA,NA,NA,22.37362017,"Ostrya virginiana","hophornbeam","Betulaceae","broadleaf","mid","mid hardwood","OSVI","ASD FieldSpec 3","FFT_PM04_OSVI_B_2009","FFT",NA,NA,36.06962,NA
"1426","PM04_OSVI_T",2009,"PM","PM04","T",NA,NA,NA,NA,2.785,47.904,17.198,32.2012851,"Ostrya virginiana","hophornbeam","Betulaceae","broadleaf","mid","mid hardwood","OSVI","ASD FieldSpec 3","FFT_PM04_OSVI_T_2009","FFT",NA,NA,40.35616,NA
"1427","PM04_QURU_B",2009,"PM","PM04","B",NA,NA,NA,NA,2.945,48.479,16.463,43.28354556,"Quercus rubra","northern red oak","Fagaceae","broadleaf","mid","mid hardwood","QURU","ASD FieldSpec 3","FFT_PM04_QURU_B_2009","FFT",NA,NA,69.21185,NA
"1428","PM04_QURU_M",2009,"PM","PM04","M",NA,NA,NA,NA,2.901,48.446,16.702,NA,"Quercus rubra","northern red oak","Fagaceae","broadleaf","mid","mid hardwood","QURU","ASD FieldSpec 3","FFT_PM04_QURU_M_2009","FFT",NA,NA,NA,NA
"1429","PM04_QURU_T",2009,"PM","PM04","T",NA,NA,NA,NA,2.667,49.616,18.607,93.36281687,"Quercus rubra","northern red oak","Fagaceae","broadleaf","mid","mid hardwood","QURU","ASD FieldSpec 3","FFT_PM04_QURU_T_2009","FFT",NA,NA,121.80032,NA
"1430","PM05_ACSM_B",2009,"PM","PM05","B",NA,NA,NA,NA,NA,NA,NA,30.64001067,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM05_ACSM_B_2009","FFT",NA,NA,39.22702,NA
"1431","PM05_ACSM_M",2009,"PM","PM05","M",NA,NA,NA,NA,NA,NA,NA,46.25275496,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM05_ACSM_M_2009","FFT",NA,NA,68.30576,NA
"1432","PM05_ACSM_T",2009,"PM","PM05","T",NA,NA,NA,NA,NA,NA,NA,82.16206683,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_PM05_ACSM_T_2009","FFT",NA,NA,87.91927,NA
"1433","PM05_BEAL_M",2009,"PM","PM05","M",NA,NA,NA,NA,2.777,47.722,17.187,43.32536541,"Betula alleghaniensis","yellow birch","Betulaceae","broadleaf","early","early hardwood","BEAL2","ASD FieldSpec 3","FFT_PM05_BEAL_M_2009","FFT",NA,NA,82.55239,NA
"1434","PM05_BEAL_T",2009,"PM","PM05","T",NA,NA,NA,NA,2.224,50.271,22.607,95.04258087,"Betula alleghaniensis","yellow birch","Betulaceae","broadleaf","early","early hardwood","BEAL2","ASD FieldSpec 3","FFT_PM05_BEAL_T_2009","FFT",NA,NA,125.09711,NA
"1435","PM05_TSCA_B2",2009,"PM","PM05","B",NA,NA,NA,NA,1.958,50.316,25.703,89.84131187,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_B2_2009","FFT",NA,"2",137.12621,NA
"1436","PM05_TSCA_B3",2009,"PM","PM05","B",NA,NA,NA,NA,1.734,49.974,28.812,112.1726685,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_B3_2009","FFT",NA,"3",153.75392,NA
"1437","PM05_TSCA_BN",2009,"PM","PM05","B",NA,NA,NA,NA,1.577,50.915,32.276,72.46526843,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_BN_2009","FFT",NA,"N",135.61357,NA
"1438","PM05_TSCA_M2",2009,"PM","PM05","M",NA,NA,NA,NA,1.581,49.765,31.479,119.8897015,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_M2_2009","FFT",NA,"2",171.271,NA
"1439","PM05_TSCA_M3",2009,"PM","PM05","M",NA,NA,NA,NA,1.589,50.293,31.657,129.6934518,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_M3_2009","FFT",NA,"3",185.01723,NA
"1440","PM05_TSCA_MN",2009,"PM","PM05","M",NA,NA,NA,NA,1.522,50.701,33.313,83.75943511,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_MN_2009","FFT",NA,"N",137.32652,NA
"1441","PM05_TSCA_T2",2009,"PM","PM05","T",NA,NA,NA,NA,1.268,50.603,39.921,174.9127714,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_T2_2009","FFT",NA,"2",202.24289,NA
"1442","PM05_TSCA_T3",2009,"PM","PM05","T",NA,NA,NA,NA,NA,NA,NA,205.1152771,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_T3_2009","FFT",NA,"3",214.28244,NA
"1443","PM05_TSCA_TN",2009,"PM","PM05","T",NA,NA,NA,NA,NA,NA,NA,143.8769806,"Tsuga canadensis","eastern hemlock","Pinaceae","conifer","late","late conifer","TSCA","ASD FieldSpec 3","FFT_PM05_TSCA_TN_2009","FFT",NA,"N",202.52747,NA
"1444","SF01_ALIN_T",2009,"SF","SF01","T",NA,NA,NA,NA,NA,NA,NA,68.2709064,"Alnus incana","gray alder","Betulaceae","broadleaf","early","early hardwood","ALIN2","ASD FieldSpec 3","FFT_SF01_ALIN_T_2009","FFT",NA,NA,100.89039,NA
"1445","SF01_LEGR_TN",2009,"SF","SF01","T",NA,NA,NA,NA,NA,NA,NA,175.48210295,"Ledum groenlandicum","bog Labrador tea","Ericaceae","shrub","shrub","shrub","LEGR","ASD FieldSpec 3","FFT_SF01_LEGR_TN_2009","FFT",NA,"N",243.840225,NA
"1446","SF01_LEGR_TO",2009,"SF","SF01","T",NA,NA,NA,NA,NA,NA,NA,224.0569564,"Ledum groenlandicum","bog Labrador tea","Ericaceae","shrub","shrub","shrub","LEGR","ASD FieldSpec 3","FFT_SF01_LEGR_TO_2009","FFT",NA,NA,241.2238,NA
"1447","SF01_PIMA_B2",2009,"SF","SF01","B",NA,NA,NA,NA,NA,NA,NA,165.7407692,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_SF01_PIMA_B2_2009","FFT",NA,"2",178.01786,NA
"1448","SF01_PIMA_B3",2009,"SF","SF01","B",NA,NA,NA,NA,NA,NA,NA,201.0604956,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_SF01_PIMA_B3_2009","FFT",NA,"3",195.14695,NA
"1449","SF01_PIMA_BN",2009,"SF","SF01","B",NA,NA,NA,NA,NA,NA,NA,158.7642137,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_SF01_PIMA_BN_2009","FFT",NA,"N",244.58271,NA
"1450","SF01_PIMA_M2",2009,"SF","SF01","M",NA,NA,NA,NA,NA,NA,NA,296.7643117,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_SF01_PIMA_M2_2009","FFT",NA,"2",319.10141,NA
"1451","SF01_PIMA_M3",2009,"SF","SF01","M",NA,NA,NA,NA,NA,NA,NA,297.1482637,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_SF01_PIMA_M3_2009","FFT",NA,"3",272.01632,NA
"1452","SF01_PIMA_MN",2009,"SF","SF01","M",NA,NA,NA,NA,NA,NA,NA,222.0633069,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_SF01_PIMA_MN_2009","FFT",NA,"N",368.85092,NA
"1453","SF01_PIMA_T2",2009,"SF","SF01","T",NA,NA,NA,NA,NA,NA,NA,268.6770028,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_SF01_PIMA_T2_2009","FFT",NA,"2",301.86651,NA
"1454","SF01_PIMA_T3",2009,"SF","SF01","T",NA,NA,NA,NA,NA,NA,NA,344.4155479,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_SF01_PIMA_T3_2009","FFT",NA,"3",340.9011,NA
"1455","SF01_PIMA_TN",2009,"SF","SF01","T",NA,NA,NA,NA,NA,NA,NA,244.6126966,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA",NA,NA,"FFT",NA,"N",361.09493,NA
"1456","SF02_ABBA_B2",2009,"SF","SF02","B",NA,NA,NA,NA,NA,NA,NA,NA,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF02_ABBA_B2_2009","FFT",NA,"2",NA,NA
"1457","SF02_ABBA_B3",2009,"SF","SF02","B",NA,NA,NA,NA,NA,NA,NA,NA,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF02_ABBA_B3_2009","FFT",NA,"3",NA,NA
"1458","SF02_ABBA_BN",2009,"SF","SF02","B",NA,NA,NA,NA,NA,NA,NA,NA,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF02_ABBA_BN_2009","FFT",NA,"N",NA,NA
"1459","SF02_ABBA_T2",2009,"SF","SF02","T",NA,NA,NA,NA,NA,NA,NA,144.4584636,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF02_ABBA_T2_2009","FFT",NA,"2",176.76352,NA
"1460","SF02_ABBA_T3",2009,"SF","SF02","T",NA,NA,NA,NA,NA,NA,NA,163.1192908,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF02_ABBA_T3_2009","FFT",NA,"3",172.68146,NA
"1461","SF02_ABBA_TN",2009,"SF","SF02","T",NA,NA,NA,NA,NA,NA,NA,121.7404171,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF02_ABBA_TN_2009","FFT",NA,"N",178.23873,NA
"1462","SF02_COAM_T",2009,"SF","SF02","T",NA,NA,NA,NA,NA,NA,NA,40.14705675,"Corylus americana","American hazelnut","Beulaceae","shrub","shrub","shrub","COAM3","ASD FieldSpec 3","FFT_SF02_COAM_T_2009","FFT",NA,NA,49.97472,NA
"1463","SF02_PIRE_MN",2009,"SF","SF02","M",NA,NA,NA,NA,NA,NA,NA,175.5131504,"Pinus resinosa","red pine","Pinaceae","conifer","early","north pine","PIRE","ASD FieldSpec 3","FFT_SF02_PIRE_MN_2009","FFT","N",NA,371.1099,NA
"1464","SF02_PIRE_MO",2009,"SF","SF02","M",NA,NA,NA,NA,NA,NA,NA,289.3420022,"Pinus resinosa","red pine","Pinaceae","conifer","early","north pine","PIRE","ASD FieldSpec 3","FFT_SF02_PIRE_MO_2009","FFT","O",NA,333.59431,NA
"1465","SF02_PIRE_TN",2009,"SF","SF02","T",NA,NA,NA,NA,NA,NA,NA,171.438441,"Pinus resinosa","red pine","Pinaceae","conifer","early","north pine","PIRE","ASD FieldSpec 3","FFT_SF02_PIRE_TN_2009","FFT","N",NA,371.44996,NA
"1466","SF02_PIRE_TO",2009,"SF","SF02","T",NA,NA,NA,NA,NA,NA,NA,239.1007216,"Pinus resinosa","red pine","Pinaceae","conifer","early","north pine","PIRE","ASD FieldSpec 3","FFT_SF02_PIRE_TO_2009","FFT","O",NA,269.03339,NA
"1467","SF03_ABBA_B2",2009,"SF","SF03","B",NA,NA,NA,NA,NA,NA,NA,135.8859389,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF03_ABBA_B2_2009","FFT",NA,"2",188.24566,NA
"1468","SF03_ABBA_B3",2009,"SF","SF03","B",NA,NA,NA,NA,NA,NA,NA,158.1566913,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF03_ABBA_B3_2009","FFT",NA,"3",192.01132,NA
"1469","SF03_ABBA_BN",2009,"SF","SF03","B",NA,NA,NA,NA,NA,NA,NA,92.800549,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF03_ABBA_BN_2009","FFT",NA,"N",187.55069,NA
"1470","SF03_ABBA_T2",2009,"SF","SF03","T",NA,NA,NA,NA,NA,NA,NA,170.2689555,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF03_ABBA_T2_2009","FFT",NA,"2",234.98853,NA
"1471","SF03_ABBA_T3",2009,"SF","SF03","T",NA,NA,NA,NA,NA,NA,NA,201.8852375,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF03_ABBA_T3_2009","FFT",NA,"3",254.55095,NA
"1472","SF03_ABBA_TN",2009,"SF","SF03","T",NA,NA,NA,NA,NA,NA,NA,132.4476322,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF03_ABBA_TN_2009","FFT",NA,"N",248.59402,NA
"1473","SF03_COAM_T",2009,"SF","SF03","T",NA,NA,NA,NA,NA,NA,NA,44.64269071,"Corylus americana","American hazelnut","Beulaceae","shrub","shrub","shrub","COAM3","ASD FieldSpec 3","FFT_SF03_COAM_T_2009","FFT",NA,NA,53.21576,NA
"1474","SF03_POTR_M",2009,"SF","SF03","M",NA,NA,NA,NA,NA,NA,NA,56.77044743,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_SF03_POTR_M_2009","FFT",NA,NA,64.29802,NA
"1475","SF03_POTR_T",2009,"SF","SF03","T",NA,NA,NA,NA,NA,NA,NA,84.74792761,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_SF03_POTR_T_2009","FFT",NA,NA,74.13614,NA
"1476","SF04_ABBA_B2",2009,"SF","SF04","B",NA,NA,NA,NA,NA,NA,NA,135.6010532,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_B2_2009","FFT",NA,"2",172.69372,NA
"1477","SF04_ABBA_B3",2009,"SF","SF04","B",NA,NA,NA,NA,NA,NA,NA,155.7725363,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_B3_2009","FFT",NA,"3",176.66157,NA
"1478","SF04_ABBA_BN",2009,"SF","SF04","B",NA,NA,NA,NA,NA,NA,NA,102.7082204,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_BN_2009","FFT",NA,"N",172.02052,NA
"1479","SF04_ABBA_M2",2009,"SF","SF04","M",NA,NA,NA,NA,NA,NA,NA,132.2940503,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_M2_2009","FFT",NA,"2",197.36842,NA
"1480","SF04_ABBA_M3",2009,"SF","SF04","M",NA,NA,NA,NA,NA,NA,NA,216.3259055,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_M3_2009","FFT",NA,"3",193.35324,NA
"1481","SF04_ABBA_MN",2009,"SF","SF04","M",NA,NA,NA,NA,NA,NA,NA,114.3439257,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_MN_2009","FFT",NA,"N",176.71334,NA
"1482","SF04_ABBA_T2",2009,"SF","SF04","T",NA,NA,NA,NA,NA,NA,NA,182.4723985,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_T2_2009","FFT",NA,"2",212.20105,NA
"1483","SF04_ABBA_T3",2009,"SF","SF04","T",NA,NA,NA,NA,NA,NA,NA,291.7015012,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_T3_2009","FFT",NA,"3",236.26913,NA
"1484","SF04_ABBA_TN",2009,"SF","SF04","T",NA,NA,NA,NA,NA,NA,NA,171.056358,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_SF04_ABBA_TN_2009","FFT",NA,"N",241.29142,NA
